receita_id,receita_id _Validação,itens_id,quantidade,usuario_email,admin_acesso,custo_total_receita,t_validacao_duplicidade_adicionar,quantidade_duplicado,nome,custo_insumo,quantidade_insumo,insumo_receita_itens,custo_receita,custo_total_r,unidade_medida,tipo_insumo,custo_subproduto,quantidade_subproduto,custo_receita_subproduto,nome copy
HHRRHQCsTAykVFPxKxp7lw,HHRRHQCsTAykVFPxKxp7lw,,2,trembomdeminas01@gmail.com,Admin,0,HHRRHQCsTAykVFPxKxp7lw,2,,,,,,,,,,,,
HHRRHQCsTAykVFPxKxp7lw,HHRRHQCsTAykVFPxKxp7lw,,,trembomdeminas01@gmail.com,Admin,0,HHRRHQCsTAykVFPxKxp7lw,2,,,,,,,,,,,,
,,P4YgoYGnQgePKBgbaaIYhA,,trembomdeminas01@gmail.com,Admin,"4,2248",P4YgoYGnQgePKBgbaaIYhA,2,Arroz,10,2,Arroz,,,,,,,,
ZI5SllXgSdq8A1DgSvu.SQ,,oEypUJKbTuuYmE-UMCCf5A,200,erickcaiasantana@gmail.com,Admin,"2,002",ZI5SllXgSdq8A1DgSvu.SQoEypUJKbTuuYmE-UMCCf5A,2,Arroz,10,1000,Arroz,2,2,Gramas (g),,,,,
ZI5SllXgSdq8A1DgSvu.SQ,,oEypUJKbTuuYmE-UMCCf5A,"0,2",erickcaiasantana@gmail.com,Admin,"2,002",ZI5SllXgSdq8A1DgSvu.SQoEypUJKbTuuYmE-UMCCf5A,2,Arroz,10,1000,Arroz,"0,002","0,002",Gramas (g),,,,,
MuLigaaFSoWM0AcLqx3khQ,,VvA2Y7uqST2E8MQIJJP6Ww,5000,,Admin,0,MuLigaaFSoWM0AcLqx3khQVvA2Y7uqST2E8MQIJJP6Ww,1,,,,,,,,,,,,
MuLigaaFSoWM0AcLqx3khQ,,oGozj6ATTFuKKxqPrzvBSA,200,,Admin,0,MuLigaaFSoWM0AcLqx3khQoGozj6ATTFuKKxqPrzvBSA,1,,,,,,,,,,,,
,,rvEZzb5TRAyp8rK.1Nvi8g,100,,Admin,"4,2248",rvEZzb5TRAyp8rK.1Nvi8g,1,sal,"4,99",200,sal,"2,495","2,495",Gramas (g),,,,,
R2t3PV.nQvu5H2STnUOIfw,,a.YmWfgRfSz6P55F5Si4L0g,5000,,Admin,0,R2t3PV.nQvu5H2STnUOIfwa.YmWfgRfSz6P55F5Si4L0g,1,,,,,,,,,,,,
P3alwmXXSUK6xKATpX5GGg,P3alwmXXSUK6xKATpX5GGg,RVsmjR17ReC4feUNfSsXig,100,jvmattosmerched@gmail.com,Admin,0,P3alwmXXSUK6xKATpX5GGgRVsmjR17ReC4feUNfSsXig,1,,,,,,,,,,,,
U5JPX.TAS7CsWDCdBkdtjA,U5JPX.TAS7CsWDCdBkdtjA,01NSp8mQOG7PbzF1s148,1000,Vitoroliveiravfo@gmail.com,Admin,"9,99",U5JPX.TAS7CsWDCdBkdtjA01NSp8mQOG7PbzF1s148,1,arroz,"9,99",1000,arroz,"9,99","9,99",Gramas (g),false,,,,
T6heDXRLSuCoyx8VAx2l.Q,,daUmSiAW8Hcv0ndiupAO,1,titarj55@gmail.com,Admin,"3,4022951807",T6heDXRLSuCoyx8VAx2l.QdaUmSiAW8Hcv0ndiupAO,1,Pão de Hamburguer,"10,49",15,Pão de Hamburguer,"0,6993333333","0,6993333333",Unidades (pcs),false,,,,
T6heDXRLSuCoyx8VAx2l.Q,,AsbYAV4U5lRyh2uVabfr,2,titarj55@gmail.com,Admin,"3,4022951807",T6heDXRLSuCoyx8VAx2l.QAsbYAV4U5lRyh2uVabfr,1,Carne de Hamburguer,"40,9",48,Carne de Hamburguer,"1,7041666667","1,7041666667",Unidades (pcs),false,,,,
T6heDXRLSuCoyx8VAx2l.Q,,Xc0cgQ9aPDcCfYVFB7Ol,2,titarj55@gmail.com,Admin,"3,4022951807",T6heDXRLSuCoyx8VAx2l.QXc0cgQ9aPDcCfYVFB7Ol,1,Queijo Cheddar,"82,9",166,Queijo Cheddar,"0,9987951807","0,9987951807",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,rzjXh8fx2ltJM5ArrErp,1,coelhohuntco@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpArzjXh8fx2ltJM5ArrErp,1,Pão,"1,9",1,Pão,"1,9","1,9",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,drkpSc8JqhMTyEuBkg0h,1,coelhohuntco@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAdrkpSc8JqhMTyEuBkg0h,1,hamburguer,"2,45",1,hamburguer,"2,45","2,45",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,jTgrO3bXVnxrKbpLWegj,50,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAjTgrO3bXVnxrKbpLWegj,1,maionese Vigor,"41,59",2800,maionese Vigor,"0,7426785714","0,7426785714",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,9UsPS4nIbW5MHG2Wl6HY,60,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpA9UsPS4nIbW5MHG2Wl6HY,1,milho,"28,34",1700,milho,"1,0002352941","1,0002352941",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,ws5gDLgrI8nU5MzZFCDy,60,coelhohuntco@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAws5gDLgrI8nU5MzZFCDy,1,tomate,7,1000,tomate,"0,42","0,42",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,rm0ySrPFQFyQ8Kb2XmZP,"0,1",coelhohuntco@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpArm0ySrPFQFyQ8Kb2XmZP,1,alface,3,1,alface,"0,3","0,3",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,9FNDl1jRQ2PRcBxKPZd4,2,coelhohuntco@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpA9FNDl1jRQ2PRcBxKPZd4,1,ovos,"0,76",1,ovos,"1,52","1,52",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,flN5qGsCEPooWfaC31zB,100,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAflN5qGsCEPooWfaC31zB,1,calabresa,"16,8",1000,calabresa,"1,68","1,68",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,KjXYVYzBZEOomsghFE4A,50,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAKjXYVYzBZEOomsghFE4A,1,bacon,"22,8",1000,bacon,"1,14","1,14",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,CibJCieYjNCyAyYH0oMh,100,coelhohuntco@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpACibJCieYjNCyAyYH0oMh,1,catupiry,"12,5",1800,catupiry,"0,6944444444","0,6944444444",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,9aOusq3X6kvQqAqalDoh,30,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpA9aOusq3X6kvQqAqalDoh,1,presunto,"15,9",1000,presunto,"0,477","0,477",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,crxbNVlKq4TXDqgjNoKY,10,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAcrxbNVlKq4TXDqgjNoKY,1,queijo,"34,9",1000,queijo,"0,349","0,349",Gramas (g),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,yCv03V5p7bQS1kuAhu4S,1,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAyCv03V5p7bQS1kuAhu4S,1,saco leitoso ,"29,6",1000,saco leitoso ,"0,0296","0,0296",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,vOVEtaagV3yWKedDLXnn,1,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAvOVEtaagV3yWKedDLXnn,1,craft,89,100,craft,"0,89","0,89",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,fppxQe2u4N1rPmLmG63E,2,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpAfppxQe2u4N1rPmLmG63E,1,sache maionese,"15,88",500,sache maionese,"0,06352","0,06352",Unidades (pcs),false,,,,
2w3ntGPxSCSvzsiElvXRpA,,7wmuNhBnNouwNp54IO07,2,paranalanches94@gmail.com,Admin,"13,71787831",2w3ntGPxSCSvzsiElvXRpA7wmuNhBnNouwNp54IO07,1,sache catchup,"15,35",500,sache catchup,"0,0614","0,0614",Unidades (pcs),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,hCLdCzaXKlgcLuDGaqA2,1,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUghCLdCzaXKlgcLuDGaqA2,1,KRAFT,150,250,KRAFT,"0,6","0,6",Unidades (pcs),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,ou33LvnjO6kL67dsOIJz,1,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgou33LvnjO6kL67dsOIJz,1,"SAQUINHO
  LANCHE",13,100,"SAQUINHO
  LANCHE","0,13","0,13",Unidades (pcs),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,rxoDyUFSqJwMvjwdsx5x,1,nilvanelopes@hotmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgrxoDyUFSqJwMvjwdsx5x,1,PAÕ DE XIS,20,8,PAÕ DE XIS,"2,5","2,5",Unidades (pcs),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,ClA9UxQJc8ByS0BQRECr,50,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgClA9UxQJc8ByS0BQRECr,1,Maionese,10,1000,Maionese,"0,5","0,5",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,vtnGJaDhB3Lx29QxTuHm,50,nilvanelopes@hotmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgvtnGJaDhB3Lx29QxTuHm,1,MILHO,22,1700,MILHO,"0,6470588235","0,6470588235",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,Bo3OaCdCwtfpqY5Atl0F,2,nilvanelopes@hotmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgBo3OaCdCwtfpqY5Atl0F,1,ALFACE,3,10,ALFACE,"0,6","0,6",Unidades (pcs),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,QeGZGW2RtJ5qtr34oZaX,50,nilvanelopes@hotmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgQeGZGW2RtJ5qtr34oZaX,1,TOMATE,"7,9",1000,TOMATE,"0,395","0,395",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,jdWqy0iD4wXEQIKXGQu2,1,nilvanelopes@hotmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgjdWqy0iD4wXEQIKXGQu2,1,"CARNE DE
  HAMBURGUER","2,77",1,"CARNE DE
  HAMBURGUER","2,77","2,77",Unidades (pcs),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,3w7zJzMo19Vt2pdxyYEp,70,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUg3w7zJzMo19Vt2pdxyYEp,2,BACON FATIADO,"35,6",1000,BACON FATIADO,"2,492","2,492",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,rCoaEyXC2lFsTtAllJxB,150,nilvanelopes@hotmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgrCoaEyXC2lFsTtAllJxB,1,Frango,18,1000,Frango,"2,7","2,7",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,ZouWxX6fQK7W85LrWFYC,60,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgZouWxX6fQK7W85LrWFYC,1,"MUSSARELA
  INTEIRA",31,1000,"MUSSARELA
  INTEIRA","1,86","1,86",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,Knrhqclf7QwrCUZwwB9n,30,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUgKnrhqclf7QwrCUZwwB9n,2,PRESUNTO,25,1000,PRESUNTO,"0,75","0,75",Gramas (g),false,,,,
s7IUC2EeS7GdEzzbxv1CUg,s7IUC2EeS7GdEzzbxv1CUg,0KBJ0AtODchaZtcrQgHh,1,coelhohuntco@gmail.com,Admin,"22,4060588235",s7IUC2EeS7GdEzzbxv1CUg0KBJ0AtODchaZtcrQgHh,2,OVOS ,18,30,OVOS ,"0,6","0,6",Unidades (pcs),false,,,,
mwYAwzDJR.e6t4aOL2.oRg,mwYAwzDJR.e6t4aOL2.oRg,hCLdCzaXKlgcLuDGaqA2,1,coelhohuntco@gmail.com,Admin,"16,5581882353",mwYAwzDJR.e6t4aOL2.oRghCLdCzaXKlgcLuDGaqA2,1,KRAFT,150,250,KRAFT,"0,6","0,6",Unidades (pcs),false,,,,
mwYAwzDJR.e6t4aOL2.oRg,mwYAwzDJR.e6t4aOL2.oRg,ou33LvnjO6kL67dsOIJz,1,coelhohuntco@gmail.com,Admin,"16,5581882353",mwYAwzDJR.e6t4aOL2.oRgou33LvnjO6kL67dsOIJz,1,"SAQUINHO
  LANCHE",13,100,"SAQUINHO
  LANCHE","0,13","0,13",Unidades (pcs),false,,,,
